0,45,90,135,180,label
-70,-69,-63,-65,-70,0
-62,-56,-55,-56,-62,0
-70,-63,-64,-70,-67,0
-69,-66,-64,-64,-71,0
-45,-48,-45,-45,-48,0
-66,-77,-61,-57,-63,0
-52,-51,-60,-61,-57,0
-53,-55,-51,-56,-64,0
-70,-65,-60,-60,-64,0
-53,-51,-54,-61,-59,0
-70,-69,-63,-65,-70,0
-52,-54,-51,-55,-57,0
-50,-49,-50,-52,-52,0
-64,-65,-61,-61,-62,0
-53,-52,-60,-64,-64,0
-46,-51,-46,-45,-46,0
-71,-49,-49,-60,-51,0
-63,-63,-65,-60,-59,0
-70,-69,-63,-65,-70,0
-66,-64,-64,-63,-69,0
-51,-52,-57,-55,-52,0
-53,-55,-51,-56,-64,0
-71,-71,-66,-72,-69,0
-52,-51,-60,-61,-57,0
-53,-52,-60,-64,-64,0
-70,-65,-60,-60,-64,0
-61,-64,-58,-57,-60,0
-70,-69,-63,-65,-70,0
-66,-64,-64,-63,-69,0
-46,-51,-46,-45,-46,0
-62,-63,-63,-64,-62,0
-71,-49,-49,-60,-51,0
-51,-52,-55,-57,-63,0
-61,-61,-64,-63,-61,0
-70,-65,-60,-60,-64,0
-50,-49,-50,-52,-52,0
-52,-54,-51,-55,-57,0
-45,-48,-45,-45,-48,0
-61,-64,-58,-57,-60,0
-70,-65,-60,-60,-64,0
-66,-64,-64,-63,-69,0
-62,-56,-55,-56,-62,0
-63,-63,-65,-60,-59,0
-62,-64,-70,-61,-58,0
-64,-65,-61,-61,-62,0
-52,-54,-51,-55,-57,0
-71,-49,-49,-60,-51,0
-63,-70,-68,-60,-55,0
-66,-64,-64,-63,-69,0
-71,-71,-66,-72,-69,0
-66,-64,-64,-63,-69,0
-57,-60,-60,-56,-60,0
-55,-56,-64,-64,-64,0
-51,-52,-57,-55,-52,0
-66,-66,-59,-59,-58,0
-47,-45,-43,-46,-52,0
-62,-68,-62,-58,-59,0
-70,-63,-64,-70,-67,0
-61,-59,-55,-55,-59,0
-68,-65,-61,-55,-57,0
-46,-51,-46,-45,-46,0
-63,-63,-65,-60,-59,0
-61,-59,-55,-55,-59,0
-58,-56,-56,-58,-61,0
-57,-60,-60,-56,-60,0
-70,-69,-63,-65,-70,0
-70,-65,-60,-60,-64,0
-62,-67,-65,-61,-63,0
-62,-63,-63,-64,-62,0
-62,-67,-65,-61,-63,0
-68,-65,-61,-55,-57,0
-58,-56,-56,-58,-61,0
-55,-56,-64,-64,-64,0
-66,-66,-59,-59,-58,0
-50,-49,-50,-52,-52,0
-71,-66,-67,-64,-63,0
-53,-52,-60,-64,-64,0
-71,-71,-66,-72,-69,0
-45,-48,-45,-45,-48,0
-61,-64,-58,-57,-60,0
-70,-69,-63,-65,-70,0
-62,-67,-55,-52,-53,0
-47,-45,-43,-46,-52,0
-62,-63,-63,-64,-62,0
-70,-65,-60,-60,-64,0
-62,-64,-70,-61,-58,0
-49,-60,-52,-48,-48,0
-53,-51,-54,-61,-59,0
-50,-49,-50,-52,-52,0
-61,-61,-64,-63,-61,0
-47,-45,-43,-46,-52,0
-53,-55,-51,-56,-64,0
-55,-56,-64,-64,-64,0
-71,-49,-49,-60,-51,0
-53,-52,-60,-64,-64,0
-71,-66,-67,-64,-63,0
-45,-48,-45,-45,-48,0
-52,-54,-51,-55,-57,0
-69,-66,-64,-64,-71,0
-71,-49,-49,-60,-51,0
-61,-59,-55,-55,-59,0
-62,-68,-62,-58,-59,0
-62,-56,-55,-56,-62,0
-70,-65,-60,-60,-64,0
-71,-71,-66,-72,-69,0
-70,-65,-60,-60,-64,0
-52,-54,-51,-55,-57,0
-57,-66,-59,-54,-62,0
-66,-77,-61,-57,-63,0
-50,-49,-50,-52,-52,0
-55,-56,-64,-64,-64,0
-55,-56,-64,-64,-64,0
-53,-55,-51,-56,-64,0
-49,-60,-52,-48,-48,0
-62,-56,-55,-56,-62,0
-62,-67,-65,-61,-63,0
-57,-66,-59,-54,-62,0
-63,-51,-53,-64,-57,0
-61,-61,-64,-63,-61,0
-51,-52,-55,-57,-63,0
-61,-64,-58,-57,-60,0
-68,-65,-61,-55,-57,0
-46,-51,-46,-45,-46,0
-64,-62,-56,-55,-62,0
-56,-55,-55,-65,-55,1
-57,-59,-60,-58,-61,1
-59,-58,-66,-66,-63,1
-66,-59,-55,-54,-69,1
-57,-63,-64,-67,-57,1
-57,-59,-60,-58,-61,1
-53,-55,-66,-62,-59,1
-53,-63,-57,-50,-48,1
-62,-71,-60,-63,-56,1
-68,-67,-61,-61,-57,1
-62,-71,-60,-63,-56,1
-56,-55,-55,-65,-55,1
-58,-64,-67,-72,-65,1
-54,-55,-63,-63,-61,1
-57,-62,-61,-65,-54,1
-66,-66,-69,-69,-64,1
-64,-62,-57,-54,-54,1
-53,-55,-66,-62,-59,1
-54,-57,-57,-51,-52,1
-58,-64,-67,-72,-65,1
-68,-67,-61,-61,-57,1
-57,-59,-60,-58,-61,1
-56,-55,-55,-65,-55,1
-57,-62,-61,-65,-54,1
-59,-58,-66,-66,-63,1
-58,-64,-67,-72,-65,1
-53,-63,-57,-50,-48,1
-59,-58,-66,-66,-63,1
-53,-65,-60,-55,-53,1
-54,-57,-57,-51,-52,1
-53,-65,-60,-55,-53,1
-54,-55,-63,-63,-61,1
-53,-65,-60,-55,-53,1
-57,-59,-60,-58,-61,1
-64,-62,-57,-54,-54,1
-68,-63,-64,-63,-64,1
-54,-57,-54,-53,-49,1
-53,-55,-66,-62,-59,1
-64,-62,-57,-54,-54,1
-58,-58,-73,-70,-69,1
-53,-63,-57,-50,-48,1
-57,-62,-61,-65,-54,1
-68,-63,-64,-63,-64,1
-53,-63,-57,-50,-48,1
-66,-66,-69,-69,-64,1
-54,-57,-57,-51,-52,1
-57,-62,-61,-65,-54,1
-57,-63,-64,-67,-57,1
-62,-71,-60,-63,-56,1
-68,-67,-61,-61,-57,1
-57,-59,-60,-58,-61,1
-58,-64,-67,-72,-65,1
-56,-55,-55,-65,-55,1
-65,-62,-65,-62,-64,1
-62,-71,-60,-63,-56,1
-65,-62,-65,-62,-64,1
-65,-62,-65,-62,-64,1
-54,-57,-57,-51,-52,1
-68,-63,-64,-63,-64,1
-68,-67,-61,-61,-57,1
-44,-49,-51,-48,-47,1
-65,-62,-65,-62,-64,1
-54,-55,-63,-63,-61,1
-62,-71,-60,-63,-56,1
-56,-60,-64,-67,-62,1
-56,-60,-64,-67,-62,1
-56,-55,-55,-65,-55,1
-56,-60,-64,-67,-62,1
-56,-60,-67,-63,-58,1
-56,-60,-67,-63,-58,1
-57,-63,-64,-67,-57,1
-65,-62,-65,-62,-64,1
-44,-41,-51,-43,-46,2
-47,-46,-48,-49,-47,2
-54,-55,-64,-52,-61,2
-47,-46,-48,-49,-47,2
-58,-56,-62,-57,-61,2
-54,-52,-58,-59,-52,2
-58,-56,-62,-57,-61,2
-44,-41,-51,-43,-46,2
-58,-56,-62,-57,-61,2
-44,-41,-51,-43,-46,2
-43,-43,-52,-45,-54,2
-63,-58,-60,-69,-59,2
-43,-43,-52,-45,-54,2
-63,-58,-60,-69,-59,2
-44,-42,-54,-44,-45,2
-47,-46,-48,-49,-47,2
-58,-56,-62,-57,-61,2
-44,-41,-51,-43,-46,2
-43,-43,-52,-45,-54,2
-55,-53,-53,-53,-63,2
-55,-58,-62,-58,-55,2
-63,-58,-60,-69,-59,2
-55,-58,-62,-58,-55,2
-44,-42,-54,-44,-45,2
-54,-55,-64,-52,-61,2
-55,-58,-62,-58,-55,2
-54,-55,-64,-52,-61,2
-44,-42,-54,-44,-45,2
-58,-56,-62,-57,-61,2
-63,-58,-60,-69,-59,2
-67,-57,-64,-66,-63,3
-66,-68,-67,-70,-72,3
-54,-53,-52,-52,-56,3
-54,-53,-52,-52,-56,3
-54,-57,-55,-54,-53,3
-67,-57,-64,-66,-63,3
-58,-57,-60,-63,-61,3
-58,-57,-60,-63,-61,3
-46,-46,-43,-46,-47,3
-61,-59,-57,-63,-64,3
-68,-68,-64,-60,-58,3
-66,-68,-67,-70,-72,3
-57,-56,-53,-54,-55,3
-54,-57,-55,-54,-53,3
-61,-57,-59,-65,-63,3
-63,-63,-63,-61,-65,3
-58,-57,-60,-63,-61,3
-48,-49,-48,-46,-44,3
-57,-56,-53,-54,-55,3
-64,-55,-58,-62,-61,3
-70,-65,-65,-70,-66,3
-61,-57,-59,-65,-63,3
-54,-57,-55,-54,-53,3
-58,-57,-60,-63,-61,3
-59,-62,-64,-57,-60,3
-63,-63,-63,-61,-65,3
-67,-57,-64,-66,-63,3
-54,-57,-53,-52,-51,3
-67,-57,-64,-66,-63,3
-46,-46,-43,-46,-47,3
-61,-57,-59,-65,-63,3
-61,-57,-59,-65,-63,3
-48,-49,-48,-46,-44,3
-68,-68,-64,-60,-58,3
-70,-65,-65,-70,-66,3
-49,-49,-47,-53,-66,3
-59,-62,-64,-57,-60,3
-68,-68,-64,-60,-58,3
-66,-68,-67,-70,-72,3
-58,-57,-60,-63,-61,3
-61,-57,-59,-65,-63,3
-59,-62,-64,-57,-60,3
-64,-55,-58,-62,-61,3
-63,-63,-63,-61,-65,3
-63,-63,-58,-60,-64,3
-56,-56,-55,-56,-55,3
-48,-49,-48,-46,-44,3
-68,-68,-64,-60,-58,3
-59,-62,-64,-57,-60,3
-63,-69,-71,-65,-66,3
-57,-56,-53,-54,-55,3
-61,-57,-59,-65,-63,3
-66,-63,-63,-64,-63,3
-66,-68,-67,-70,-72,3
-54,-53,-55,-59,-56,3
-54,-53,-55,-59,-56,3
-56,-56,-55,-56,-55,3
-66,-68,-67,-70,-72,3
-58,-52,-52,-51,-55,3
-49,-49,-47,-53,-66,3
-68,-68,-64,-60,-58,3
-63,-69,-71,-65,-66,3
-63,-69,-71,-65,-66,3
-49,-49,-47,-53,-66,3
-63,-67,-59,-56,-59,3
-54,-57,-55,-54,-53,3
-56,-56,-55,-56,-55,3
-63,-63,-63,-61,-65,3
-64,-55,-58,-62,-61,3
-58,-57,-60,-63,-61,3
-61,-57,-59,-65,-63,3
-70,-65,-65,-70,-66,3
-51,-58,-61,-57,-53,4
-51,-58,-61,-57,-53,4
-51,-58,-61,-57,-53,4
-63,-64,-67,-62,-65,4
-63,-64,-67,-62,-65,4
-63,-64,-67,-62,-65,4
-63,-64,-67,-62,-65,4
-63,-64,-67,-62,-65,4
-63,-64,-67,-62,-65,4
-63,-64,-67,-62,-65,4
-63,-64,-67,-62,-65,4
-63,-64,-67,-62,-65,4
-63,-64,-67,-62,-65,4
-63,-64,-67,-62,-65,4
-63,-64,-67,-62,-65,4
-63,-64,-67,-62,-65,4
-63,-64,-67,-62,-65,4
-63,-64,-67,-62,-65,4
-69,-64,-64,-64,-67,4
-69,-64,-64,-64,-67,4
-69,-64,-64,-64,-67,4
-69,-64,-64,-64,-67,4
-69,-64,-64,-64,-67,4
-69,-64,-64,-64,-67,4
-69,-64,-64,-64,-67,4
-69,-64,-64,-64,-67,4
-69,-64,-64,-64,-67,4
-69,-64,-64,-64,-67,4
-69,-64,-64,-64,-67,4
-69,-64,-64,-64,-67,4
-69,-64,-64,-64,-67,4
-69,-64,-64,-64,-67,4
-69,-64,-64,-64,-67,4
-71,-66,-68,-65,-62,4
-71,-66,-68,-65,-62,4
-71,-66,-68,-65,-62,4
-71,-66,-68,-65,-62,4
-71,-66,-68,-65,-62,4
-71,-66,-68,-65,-62,4
-71,-66,-68,-65,-62,4
-71,-66,-68,-65,-62,4
-71,-66,-68,-65,-62,4
-71,-66,-68,-65,-62,4
-71,-66,-68,-65,-62,4
-71,-66,-68,-65,-62,4
-71,-66,-68,-65,-62,4
-71,-66,-68,-65,-62,4
-71,-66,-68,-65,-62,4
-65,-59,-64,-66,-77,4
-65,-59,-64,-66,-77,4
-65,-59,-64,-66,-77,4
-65,-59,-64,-66,-77,4
-65,-59,-64,-66,-77,4
-65,-59,-64,-66,-77,4
-65,-59,-64,-66,-77,4
-65,-59,-64,-66,-77,4
-65,-59,-64,-66,-77,4
-65,-59,-64,-66,-77,4
-65,-59,-64,-66,-77,4
-65,-59,-64,-66,-77,4
-65,-59,-64,-66,-77,4
-65,-59,-64,-66,-77,4
-65,-59,-64,-66,-77,4
-59,-67,-63,-61,-61,4
-59,-67,-63,-61,-61,4
-59,-67,-63,-61,-61,4
-59,-67,-63,-61,-61,4
-59,-67,-63,-61,-61,4
-59,-67,-63,-61,-61,4
-59,-67,-63,-61,-61,4
-59,-67,-63,-61,-61,4
-59,-67,-63,-61,-61,4
-59,-67,-63,-61,-61,4
-59,-67,-63,-61,-61,4
-59,-67,-63,-61,-61,4
-59,-67,-63,-61,-61,4
-59,-67,-63,-61,-61,4
-59,-67,-63,-61,-61,4
-58,-63,-61,-62,-62,4
-58,-63,-61,-62,-62,4
-58,-63,-61,-62,-62,4
-58,-63,-61,-62,-62,4
-58,-63,-61,-62,-62,4
-58,-63,-61,-62,-62,4
-58,-63,-61,-62,-62,4
-58,-63,-61,-62,-62,4
-58,-63,-61,-62,-62,4
-58,-63,-61,-62,-62,4
-58,-63,-61,-62,-62,4
-58,-63,-61,-62,-62,4
-58,-63,-61,-62,-62,4
-58,-63,-61,-62,-62,4
-58,-63,-61,-62,-62,4
-57,-59,-63,-69,-64,4
-57,-59,-63,-69,-64,4
-57,-59,-63,-69,-64,4
-57,-59,-63,-69,-64,4
-57,-59,-63,-69,-64,4
-57,-59,-63,-69,-64,4
-57,-59,-63,-69,-64,4
-57,-59,-63,-69,-64,4
-57,-59,-63,-69,-64,4
-57,-59,-63,-69,-64,4
-57,-59,-63,-69,-64,4
-57,-59,-63,-69,-64,4
-57,-59,-63,-69,-64,4
-57,-59,-63,-69,-64,4
-57,-59,-63,-69,-64,4
