0,45,90,135,180,label
-54,-55,-64,-52,-61,2
-54,-55,-64,-52,-61,2
-54,-52,-58,-59,-52,2
-44,-42,-54,-44,-45,2
-58,-56,-62,-57,-61,2
-54,-52,-58,-59,-52,2
-54,-52,-58,-59,-52,2
-55,-58,-62,-58,-55,2
-54,-52,-58,-59,-52,2
-44,-42,-54,-44,-45,2
-54,-52,-58,-59,-52,2
-44,-42,-54,-44,-45,2
-55,-58,-62,-58,-55,2
-55,-58,-62,-58,-55,2
-47,-46,-48,-49,-47,2
-44,-41,-51,-43,-46,2
-55,-58,-62,-58,-55,2
-55,-53,-53,-53,-63,2
-55,-58,-62,-58,-55,2
-44,-41,-51,-43,-46,2
-55,-53,-53,-53,-63,2
-43,-43,-52,-45,-54,2
-54,-55,-64,-52,-61,2
-44,-41,-51,-43,-46,2
-63,-58,-60,-69,-59,2
-44,-42,-54,-44,-45,2
-54,-52,-58,-59,-52,2
-54,-52,-58,-59,-52,2
-55,-53,-53,-53,-63,2
-43,-43,-52,-45,-54,2
-55,-58,-62,-58,-55,2
-63,-58,-60,-69,-59,2
-44,-42,-54,-44,-45,2
-44,-42,-54,-44,-45,2
-55,-58,-62,-58,-55,2
-43,-43,-52,-45,-54,2
-55,-58,-62,-58,-55,2
-43,-43,-52,-45,-54,2
-54,-55,-64,-52,-61,2
-54,-55,-64,-52,-61,2
-63,-58,-60,-69,-59,2
-63,-58,-60,-69,-59,2
-55,-53,-53,-53,-63,2
-54,-52,-58,-59,-52,2
-44,-42,-54,-44,-45,2
-43,-43,-52,-45,-54,2
-47,-46,-48,-49,-47,2
-55,-53,-53,-53,-63,2
-54,-52,-58,-59,-52,2
-63,-58,-60,-69,-59,2
-47,-46,-48,-49,-47,2
-44,-41,-51,-43,-46,2
-54,-55,-64,-52,-61,2
-47,-46,-48,-49,-47,2
-55,-58,-62,-58,-55,2
-43,-43,-52,-45,-54,2
-55,-53,-53,-53,-63,2
-43,-43,-52,-45,-54,2
-54,-55,-64,-52,-61,2
-43,-43,-52,-45,-54,2
-47,-46,-48,-49,-47,2
-54,-55,-64,-52,-61,2
-55,-58,-62,-58,-55,2
-44,-41,-51,-43,-46,2
-58,-56,-62,-57,-61,2
-44,-42,-54,-44,-45,2
-55,-58,-62,-58,-55,2
-54,-55,-64,-52,-61,2
-47,-46,-48,-49,-47,2
-44,-42,-54,-44,-45,2
-54,-52,-58,-59,-52,2
-44,-41,-51,-43,-46,2
-63,-58,-60,-69,-59,2
-43,-43,-52,-45,-54,2
-58,-56,-62,-57,-61,2
-44,-42,-54,-44,-45,2
-55,-53,-53,-53,-63,2
-44,-41,-51,-43,-46,2
-63,-58,-60,-69,-59,2
-55,-53,-53,-53,-63,2
-54,-55,-64,-52,-61,2
-43,-43,-52,-45,-54,2
-63,-58,-60,-69,-59,2
-55,-53,-53,-53,-63,2
-47,-46,-48,-49,-47,2
-44,-41,-51,-43,-46,2
-58,-56,-62,-57,-61,2
-55,-53,-53,-53,-63,2
-47,-46,-48,-49,-47,2
-54,-52,-58,-59,-52,2
-58,-56,-62,-57,-61,2
-44,-41,-51,-43,-46,2
-43,-43,-52,-45,-54,2
-44,-42,-54,-44,-45,2
-58,-56,-62,-57,-61,2
-44,-41,-51,-43,-46,2
-63,-58,-60,-69,-59,2
-58,-56,-62,-57,-61,2
-55,-53,-53,-53,-63,2
-63,-58,-60,-69,-59,2
-48,-49,-48,-46,-44,3
-58,-52,-52,-51,-55,3
-46,-46,-43,-46,-47,3
-58,-52,-52,-51,-55,3
-63,-67,-59,-56,-59,3
-66,-68,-67,-70,-72,3
-64,-55,-58,-62,-61,3
-59,-62,-64,-57,-60,3
-63,-69,-71,-65,-66,3
-54,-57,-53,-52,-51,3
-66,-63,-63,-64,-63,3
-58,-52,-52,-51,-55,3
-61,-57,-59,-65,-63,3
-58,-52,-52,-51,-55,3
-70,-65,-65,-70,-66,3
-57,-56,-53,-54,-55,3
-54,-53,-52,-52,-56,3
-49,-49,-47,-53,-66,3
-48,-49,-48,-46,-44,3
-54,-53,-52,-52,-56,3
-67,-57,-64,-66,-63,3
-70,-65,-65,-70,-66,3
-63,-63,-63,-61,-65,3
-66,-68,-67,-70,-72,3
-59,-62,-64,-57,-60,3
-63,-63,-58,-60,-64,3
-61,-59,-57,-63,-64,3
-66,-63,-63,-64,-63,3
-59,-62,-64,-57,-60,3
-49,-49,-47,-53,-66,3
-54,-57,-55,-54,-53,3
-66,-63,-63,-64,-63,3
-63,-63,-63,-61,-65,3
-66,-63,-63,-64,-63,3
-54,-53,-55,-59,-56,3
-58,-52,-52,-51,-55,3
-66,-68,-67,-70,-72,3
-68,-68,-64,-60,-58,3
-54,-57,-53,-52,-51,3
-57,-56,-53,-54,-55,3
-68,-68,-64,-60,-58,3
-64,-55,-58,-62,-61,3
-54,-57,-53,-52,-51,3
-58,-52,-52,-51,-55,3
-48,-49,-48,-46,-44,3
-54,-57,-55,-54,-53,3
-64,-55,-58,-62,-61,3
-63,-67,-59,-56,-59,3
-58,-57,-60,-63,-61,3
-61,-57,-59,-65,-63,3
-63,-67,-59,-56,-59,3
-63,-63,-58,-60,-64,3
-63,-63,-58,-60,-64,3
-59,-62,-64,-57,-60,3
-66,-68,-67,-70,-72,3
-63,-69,-71,-65,-66,3
-63,-63,-63,-61,-65,3
-54,-57,-53,-52,-51,3
-63,-69,-71,-65,-66,3
-61,-59,-57,-63,-64,3
-61,-59,-57,-63,-64,3
-63,-69,-71,-65,-66,3
-67,-57,-64,-66,-63,3
-58,-57,-60,-63,-61,3
-67,-57,-64,-66,-63,3
-58,-52,-52,-51,-55,3
-63,-63,-58,-60,-64,3
-56,-56,-55,-56,-55,3
-54,-53,-52,-52,-56,3
-63,-69,-71,-65,-66,3
-58,-57,-60,-63,-61,3
-57,-56,-53,-54,-55,3
-64,-55,-58,-62,-61,3
-56,-56,-55,-56,-55,3
-63,-69,-71,-65,-66,3
-48,-49,-48,-46,-44,3
-54,-57,-53,-52,-51,3
-67,-57,-64,-66,-63,3
-54,-53,-55,-59,-56,3
-63,-63,-58,-60,-64,3
-68,-68,-64,-60,-58,3
-56,-56,-55,-56,-55,3
-57,-56,-53,-54,-55,3
-58,-52,-52,-51,-55,3
-66,-68,-67,-70,-72,3
-61,-59,-57,-63,-64,3
-54,-57,-55,-54,-53,3
-57,-56,-53,-54,-55,3
-54,-57,-55,-54,-53,3
-63,-67,-59,-56,-59,3
-66,-63,-63,-64,-63,3
-54,-57,-53,-52,-51,3
-54,-53,-52,-52,-56,3
-61,-57,-59,-65,-63,3
-46,-46,-43,-46,-47,3
-63,-63,-58,-60,-64,3
-59,-62,-64,-57,-60,3
-63,-63,-58,-60,-64,3
-56,-56,-55,-56,-55,3
-54,-57,-53,-52,-51,3
-59,-62,-64,-57,-60,3
-46,-46,-43,-46,-47,3
-61,-59,-57,-63,-64,3
-66,-63,-63,-64,-63,3
-56,-56,-55,-56,-55,3
-63,-69,-71,-65,-66,3
-70,-65,-65,-70,-66,3
-68,-68,-64,-60,-58,3
-46,-46,-43,-46,-47,3
-54,-53,-55,-59,-56,3
-66,-63,-63,-64,-63,3
-49,-49,-47,-53,-66,3
-54,-57,-55,-54,-53,3
-63,-69,-71,-65,-66,3
-70,-65,-65,-70,-66,3
-61,-59,-57,-63,-64,3
-68,-68,-64,-60,-58,3
-54,-57,-53,-52,-51,3
-58,-52,-52,-51,-55,3
-63,-69,-71,-65,-66,3
-56,-56,-55,-56,-55,3
-63,-67,-59,-56,-59,3
-64,-55,-58,-62,-61,3
-48,-49,-48,-46,-44,3
-61,-59,-57,-63,-64,3
-58,-57,-60,-63,-61,3
-54,-57,-53,-52,-51,3
-57,-56,-53,-54,-55,3
-66,-63,-63,-64,-63,3
-61,-59,-57,-63,-64,3
-63,-63,-63,-61,-65,3
-61,-57,-59,-65,-63,3
-54,-53,-55,-59,-56,3
-58,-57,-60,-63,-61,3
-67,-57,-64,-66,-63,3
-67,-57,-64,-66,-63,3
-70,-65,-65,-70,-66,3
-58,-52,-52,-51,-55,3
-64,-55,-58,-62,-61,3
-68,-68,-64,-60,-58,3
-54,-53,-52,-52,-56,3
-63,-63,-58,-60,-64,3
-63,-63,-58,-60,-64,3
-59,-62,-64,-57,-60,3
-63,-67,-59,-56,-59,3
-61,-59,-57,-63,-64,3
-54,-53,-55,-59,-56,3
-54,-57,-53,-52,-51,3
-63,-67,-59,-56,-59,3
-63,-69,-71,-65,-66,3
-57,-56,-53,-54,-55,3
-54,-57,-55,-54,-53,3
-54,-57,-55,-54,-53,3
-58,-57,-60,-63,-61,3
-66,-63,-63,-64,-63,3
-66,-68,-67,-70,-72,3
-46,-46,-43,-46,-47,3
-58,-52,-52,-51,-55,3
-56,-56,-55,-56,-55,3
-54,-53,-52,-52,-56,3
-54,-53,-55,-59,-56,3
-54,-57,-53,-52,-51,3
-48,-49,-48,-46,-44,3
-63,-63,-63,-61,-65,3
-63,-67,-59,-56,-59,3
-58,-52,-52,-51,-55,3
-54,-53,-52,-52,-56,3
-70,-65,-65,-70,-66,3
-64,-55,-58,-62,-61,3
-63,-67,-59,-56,-59,3
-46,-46,-43,-46,-47,3
-58,-57,-60,-63,-61,3
-67,-57,-64,-66,-63,3
-54,-53,-55,-59,-56,3
-68,-68,-64,-60,-58,3
-54,-57,-55,-54,-53,3
-66,-63,-63,-64,-63,3
-48,-49,-48,-46,-44,3
-57,-56,-53,-54,-55,3
-54,-53,-55,-59,-56,3
-54,-53,-52,-52,-56,3
-70,-65,-65,-70,-66,3
-46,-46,-43,-46,-47,3
-68,-68,-64,-60,-58,3
-61,-57,-59,-65,-63,3
-61,-57,-59,-65,-63,3
-54,-53,-52,-52,-56,3
-68,-68,-64,-60,-58,3
-57,-56,-53,-54,-55,3
-61,-59,-57,-63,-64,3
-56,-56,-55,-56,-55,3
-64,-55,-58,-62,-61,3
-54,-53,-52,-52,-56,3
-56,-56,-55,-56,-55,3
-48,-49,-48,-46,-44,3
-59,-62,-64,-57,-60,3
-64,-55,-58,-62,-61,3
-66,-68,-67,-70,-72,3
-63,-63,-63,-61,-65,3
-54,-57,-55,-54,-53,3
-49,-49,-47,-53,-66,3
-63,-63,-63,-61,-65,3
-64,-55,-58,-62,-61,3
-63,-63,-58,-60,-64,3
-59,-62,-64,-57,-60,3
-57,-56,-53,-54,-55,3
-49,-49,-47,-53,-66,3
-49,-49,-47,-53,-66,3
-54,-57,-53,-52,-51,3
-63,-63,-58,-60,-64,3
-63,-63,-58,-60,-64,3
-54,-53,-55,-59,-56,3
-59,-62,-64,-57,-60,3
-46,-46,-43,-46,-47,3
-48,-49,-48,-46,-44,3
-70,-65,-65,-70,-66,3
-46,-46,-43,-46,-47,3
-66,-68,-67,-70,-72,3
-63,-67,-59,-56,-59,3
-46,-46,-43,-46,-47,3
-63,-63,-63,-61,-65,3
-49,-49,-47,-53,-66,3
-54,-53,-52,-52,-56,3
-54,-57,-55,-54,-53,3
-70,-65,-65,-70,-66,3
-63,-67,-59,-56,-59,3
-57,-56,-53,-54,-55,3
-54,-53,-55,-59,-56,3
-54,-57,-55,-54,-53,3
-48,-49,-48,-46,-44,3
-64,-55,-58,-62,-61,3
-54,-53,-55,-59,-56,3
-67,-57,-64,-66,-63,3
-56,-56,-55,-56,-55,3
-54,-53,-55,-59,-56,3
-49,-49,-47,-53,-66,3
-46,-46,-43,-46,-47,3
-67,-57,-64,-66,-63,3
-63,-63,-58,-60,-64,3
-67,-57,-64,-66,-63,3
-46,-46,-43,-46,-47,3
-54,-53,-52,-52,-56,3
-70,-65,-65,-70,-66,3
-49,-49,-47,-53,-66,3
-46,-46,-43,-46,-47,3
-57,-56,-53,-54,-55,3
-54,-57,-53,-52,-51,3
-54,-53,-52,-52,-56,3
-63,-67,-59,-56,-59,3
-63,-69,-71,-65,-66,3
-70,-65,-65,-70,-66,3
-49,-49,-47,-53,-66,3
-63,-67,-59,-56,-59,3
-64,-55,-58,-62,-61,3
-49,-49,-47,-53,-66,3
-63,-63,-63,-61,-65,3
-67,-57,-64,-66,-63,3
-66,-63,-63,-64,-63,3
-54,-57,-53,-52,-51,3
-48,-49,-48,-46,-44,3
-58,-57,-60,-63,-61,3
-56,-56,-55,-56,-55,3
-58,-52,-52,-51,-55,3
-61,-57,-59,-65,-63,3
-61,-59,-57,-63,-64,3
-61,-57,-59,-65,-63,3
-54,-53,-55,-59,-56,3
-66,-63,-63,-64,-63,3
-58,-52,-52,-51,-55,3
-48,-49,-48,-46,-44,3
-66,-68,-67,-70,-72,3
-66,-63,-63,-64,-63,3
-63,-63,-63,-61,-65,3
-58,-57,-60,-63,-61,3
-61,-59,-57,-63,-64,3
-66,-68,-67,-70,-72,3
-63,-69,-71,-65,-66,3
-63,-63,-58,-60,-64,3
-68,-68,-64,-60,-58,3
-59,-62,-64,-57,-60,3
-66,-63,-63,-64,-63,3
-56,-56,-55,-56,-55,3
-61,-59,-57,-63,-64,3
-70,-65,-65,-70,-66,3
-49,-49,-47,-53,-66,3
-63,-63,-63,-61,-65,3
-61,-59,-57,-63,-64,3
-63,-67,-59,-56,-59,3
-67,-64,-54,-56,-59,4
-67,-64,-54,-56,-59,4
-67,-64,-54,-56,-59,4
-67,-64,-54,-56,-59,4
-67,-64,-54,-56,-59,4
-67,-64,-54,-56,-59,4
-67,-64,-54,-56,-59,4
-67,-64,-54,-56,-59,4
-67,-64,-54,-56,-59,4
-67,-64,-54,-56,-59,4
-67,-64,-54,-56,-59,4
-67,-64,-54,-56,-59,4
-67,-64,-54,-56,-59,4
-67,-64,-54,-56,-59,4
-67,-64,-54,-56,-59,4
-55,-52,-55,-56,-61,4
-55,-52,-55,-56,-61,4
-55,-52,-55,-56,-61,4
-55,-52,-55,-56,-61,4
-55,-52,-55,-56,-61,4
-55,-52,-55,-56,-61,4
-55,-52,-55,-56,-61,4
-55,-52,-55,-56,-61,4
-55,-52,-55,-56,-61,4
-55,-52,-55,-56,-61,4
-55,-52,-55,-56,-61,4
-55,-52,-55,-56,-61,4
-55,-52,-55,-56,-61,4
-55,-52,-55,-56,-61,4
-55,-52,-55,-56,-61,4
-66,-58,-64,-66,-69,4
-66,-58,-64,-66,-69,4
-66,-58,-64,-66,-69,4
-66,-58,-64,-66,-69,4
-66,-58,-64,-66,-69,4
-66,-58,-64,-66,-69,4
-66,-58,-64,-66,-69,4
-66,-58,-64,-66,-69,4
-66,-58,-64,-66,-69,4
-66,-58,-64,-66,-69,4
-66,-58,-64,-66,-69,4
-66,-58,-64,-66,-69,4
-66,-58,-64,-66,-69,4
-66,-58,-64,-66,-69,4
-66,-58,-64,-66,-69,4
-64,-62,-63,-66,-67,4
-64,-62,-63,-66,-67,4
-64,-62,-63,-66,-67,4
-64,-62,-63,-66,-67,4
-64,-62,-63,-66,-67,4
-64,-62,-63,-66,-67,4
-64,-62,-63,-66,-67,4
-64,-62,-63,-66,-67,4
-64,-62,-63,-66,-67,4
-64,-62,-63,-66,-67,4
-64,-62,-63,-66,-67,4
-64,-62,-63,-66,-67,4
-64,-62,-63,-66,-67,4
-64,-62,-63,-66,-67,4
-64,-62,-63,-66,-67,4
-67,-70,-70,-68,-65,4
-67,-70,-70,-68,-65,4
-67,-70,-70,-68,-65,4
-67,-70,-70,-68,-65,4
-67,-70,-70,-68,-65,4
-67,-70,-70,-68,-65,4
-67,-70,-70,-68,-65,4
-67,-70,-70,-68,-65,4
-67,-70,-70,-68,-65,4
-67,-70,-70,-68,-65,4
-67,-70,-70,-68,-65,4
-67,-70,-70,-68,-65,4
-67,-70,-70,-68,-65,4
-67,-70,-70,-68,-65,4
-67,-70,-70,-68,-65,4
-68,-66,-68,-70,-71,4
-68,-66,-68,-70,-71,4
-68,-66,-68,-70,-71,4
-68,-66,-68,-70,-71,4
-68,-66,-68,-70,-71,4
-68,-66,-68,-70,-71,4
-68,-66,-68,-70,-71,4
-68,-66,-68,-70,-71,4
-68,-66,-68,-70,-71,4
-68,-66,-68,-70,-71,4
-68,-66,-68,-70,-71,4
-68,-66,-68,-70,-71,4
-68,-66,-68,-70,-71,4
-68,-66,-68,-70,-71,4
-68,-66,-68,-70,-71,4
-59,-71,-74,-74,-67,4
-59,-71,-74,-74,-67,4
-59,-71,-74,-74,-67,4
-59,-71,-74,-74,-67,4
-59,-71,-74,-74,-67,4
-59,-71,-74,-74,-67,4
-59,-71,-74,-74,-67,4
-59,-71,-74,-74,-67,4
-59,-71,-74,-74,-67,4
-59,-71,-74,-74,-67,4
-59,-71,-74,-74,-67,4
-59,-71,-74,-74,-67,4
-59,-71,-74,-74,-67,4
-59,-71,-74,-74,-67,4
-59,-71,-74,-74,-67,4
-57,-61,-58,-53,-55,4
-57,-61,-58,-53,-55,4
-57,-61,-58,-53,-55,4
-57,-61,-58,-53,-55,4
-57,-61,-58,-53,-55,4
-57,-61,-58,-53,-55,4
-57,-61,-58,-53,-55,4
-57,-61,-58,-53,-55,4
-57,-61,-58,-53,-55,4
-57,-61,-58,-53,-55,4
-57,-61,-58,-53,-55,4
-57,-61,-58,-53,-55,4
-57,-61,-58,-53,-55,4
-57,-61,-58,-53,-55,4
-57,-61,-58,-53,-55,4
-53,-55,-59,-62,-65,4
-53,-55,-59,-62,-65,4
-53,-55,-59,-62,-65,4
-53,-55,-59,-62,-65,4
-53,-55,-59,-62,-65,4
-53,-55,-59,-62,-65,4
-53,-55,-59,-62,-65,4
-53,-55,-59,-62,-65,4
-53,-55,-59,-62,-65,4
-53,-55,-59,-62,-65,4
-53,-55,-59,-62,-65,4
-53,-55,-59,-62,-65,4
-53,-55,-59,-62,-65,4
-53,-55,-59,-62,-65,4
-53,-55,-59,-62,-65,4
-56,-57,-58,-61,-65,4
-56,-57,-58,-61,-65,4
-56,-57,-58,-61,-65,4
-56,-57,-58,-61,-65,4
-56,-57,-58,-61,-65,4
-56,-57,-58,-61,-65,4
-56,-57,-58,-61,-65,4
-56,-57,-58,-61,-65,4
-56,-57,-58,-61,-65,4
-56,-57,-58,-61,-65,4
-56,-57,-58,-61,-65,4
-56,-57,-58,-61,-65,4
-56,-57,-58,-61,-65,4
-56,-57,-58,-61,-65,4
-56,-57,-58,-61,-65,4
-52,-50,-52,-64,-57,4
-52,-50,-52,-64,-57,4
-52,-50,-52,-64,-57,4
-52,-50,-52,-64,-57,4
-52,-50,-52,-64,-57,4
-52,-50,-52,-64,-57,4
-52,-50,-52,-64,-57,4
-52,-50,-52,-64,-57,4
-52,-50,-52,-64,-57,4
-52,-50,-52,-64,-57,4
-52,-50,-52,-64,-57,4
-52,-50,-52,-64,-57,4
-52,-50,-52,-64,-57,4
-52,-50,-52,-64,-57,4
-52,-50,-52,-64,-57,4
-44,-46,-47,-49,-56,4
-44,-46,-47,-49,-56,4
-44,-46,-47,-49,-56,4
-44,-46,-47,-49,-56,4
-44,-46,-47,-49,-56,4
-44,-46,-47,-49,-56,4
-44,-46,-47,-49,-56,4
-44,-46,-47,-49,-56,4
-44,-46,-47,-49,-56,4
-44,-46,-47,-49,-56,4
-44,-46,-47,-49,-56,4
-44,-46,-47,-49,-56,4
-44,-46,-47,-49,-56,4
-44,-46,-47,-49,-56,4
-44,-46,-47,-49,-56,4
-49,-49,-50,-46,-46,4
-49,-49,-50,-46,-46,4
-49,-49,-50,-46,-46,4
-49,-49,-50,-46,-46,4
-49,-49,-50,-46,-46,4
-49,-49,-50,-46,-46,4
-49,-49,-50,-46,-46,4
-49,-49,-50,-46,-46,4
-49,-49,-50,-46,-46,4
-49,-49,-50,-46,-46,4
-49,-49,-50,-46,-46,4
-49,-49,-50,-46,-46,4
-49,-49,-50,-46,-46,4
-49,-49,-50,-46,-46,4
-49,-49,-50,-46,-46,4
-59,-58,-58,-64,-63,4
-59,-58,-58,-64,-63,4
-59,-58,-58,-64,-63,4
-59,-58,-58,-64,-63,4
-59,-58,-58,-64,-63,4
-59,-58,-58,-64,-63,4
-59,-58,-58,-64,-63,4
-59,-58,-58,-64,-63,4
-59,-58,-58,-64,-63,4
-59,-58,-58,-64,-63,4
-59,-58,-58,-64,-63,4
-59,-58,-58,-64,-63,4
-59,-58,-58,-64,-63,4
-59,-58,-58,-64,-63,4
-59,-58,-58,-64,-63,4
-56,-54,-53,-53,-58,4
-56,-54,-53,-53,-58,4
-56,-54,-53,-53,-58,4
-56,-54,-53,-53,-58,4
-56,-54,-53,-53,-58,4
-56,-54,-53,-53,-58,4
-56,-54,-53,-53,-58,4
-56,-54,-53,-53,-58,4
-56,-54,-53,-53,-58,4
-56,-54,-53,-53,-58,4
-56,-54,-53,-53,-58,4
-56,-54,-53,-53,-58,4
-56,-54,-53,-53,-58,4
-56,-54,-53,-53,-58,4
-56,-54,-53,-53,-58,4
-52,-52,-53,-55,-60,4
-52,-52,-53,-55,-60,4
-52,-52,-53,-55,-60,4
-52,-52,-53,-55,-60,4
-52,-52,-53,-55,-60,4
-52,-52,-53,-55,-60,4
-52,-52,-53,-55,-60,4
-52,-52,-53,-55,-60,4
-52,-52,-53,-55,-60,4
-52,-52,-53,-55,-60,4
-52,-52,-53,-55,-60,4
-52,-52,-53,-55,-60,4
-52,-52,-53,-55,-60,4
-52,-52,-53,-55,-60,4
-52,-52,-53,-55,-60,4
-57,-57,-59,-66,-63,4
-57,-57,-59,-66,-63,4
-57,-57,-59,-66,-63,4
-57,-57,-59,-66,-63,4
-57,-57,-59,-66,-63,4
-57,-57,-59,-66,-63,4
-57,-57,-59,-66,-63,4
-57,-57,-59,-66,-63,4
-57,-57,-59,-66,-63,4
-57,-57,-59,-66,-63,4
-57,-57,-59,-66,-63,4
-57,-57,-59,-66,-63,4
-57,-57,-59,-66,-63,4
-57,-57,-59,-66,-63,4
-57,-57,-59,-66,-63,4
-41,-42,-47,-46,-46,4
-41,-42,-47,-46,-46,4
-41,-42,-47,-46,-46,4
-41,-42,-47,-46,-46,4
-41,-42,-47,-46,-46,4
-41,-42,-47,-46,-46,4
-41,-42,-47,-46,-46,4
-41,-42,-47,-46,-46,4
-41,-42,-47,-46,-46,4
-41,-42,-47,-46,-46,4
-41,-42,-47,-46,-46,4
-41,-42,-47,-46,-46,4
-41,-42,-47,-46,-46,4
-41,-42,-47,-46,-46,4
-41,-42,-47,-46,-46,4
-51,-51,-52,-56,-51,4
-51,-51,-52,-56,-51,4
-51,-51,-52,-56,-51,4
-51,-51,-52,-56,-51,4
-51,-51,-52,-56,-51,4
-51,-51,-52,-56,-51,4
-51,-51,-52,-56,-51,4
-51,-51,-52,-56,-51,4
-51,-51,-52,-56,-51,4
-51,-51,-52,-56,-51,4
-51,-51,-52,-56,-51,4
-51,-51,-52,-56,-51,4
-51,-51,-52,-56,-51,4
-51,-51,-52,-56,-51,4
-51,-51,-52,-56,-51,4
-53,-57,-52,-46,-45,4
-53,-57,-52,-46,-45,4
-53,-57,-52,-46,-45,4
-53,-57,-52,-46,-45,4
-53,-57,-52,-46,-45,4
-53,-57,-52,-46,-45,4
-53,-57,-52,-46,-45,4
-53,-57,-52,-46,-45,4
-53,-57,-52,-46,-45,4
-53,-57,-52,-46,-45,4
-53,-57,-52,-46,-45,4
-53,-57,-52,-46,-45,4
-53,-57,-52,-46,-45,4
-53,-57,-52,-46,-45,4
-53,-57,-52,-46,-45,4
-57,-57,-61,-61,-59,4
-57,-57,-61,-61,-59,4
-57,-57,-61,-61,-59,4
-57,-57,-61,-61,-59,4
-57,-57,-61,-61,-59,4
-57,-57,-61,-61,-59,4
-57,-57,-61,-61,-59,4
-57,-57,-61,-61,-59,4
-57,-57,-61,-61,-59,4
-57,-57,-61,-61,-59,4
-57,-57,-61,-61,-59,4
-57,-57,-61,-61,-59,4
-57,-57,-61,-61,-59,4
-57,-57,-61,-61,-59,4
-57,-57,-61,-61,-59,4
-58,-55,-54,-58,-64,4
-58,-55,-54,-58,-64,4
-58,-55,-54,-58,-64,4
-58,-55,-54,-58,-64,4
-58,-55,-54,-58,-64,4
-58,-55,-54,-58,-64,4
-58,-55,-54,-58,-64,4
-58,-55,-54,-58,-64,4
-58,-55,-54,-58,-64,4
-58,-55,-54,-58,-64,4
-58,-55,-54,-58,-64,4
-58,-55,-54,-58,-64,4
-58,-55,-54,-58,-64,4
-58,-55,-54,-58,-64,4
-58,-55,-54,-58,-64,4
-59,-73,-59,-62,-67,4
-59,-73,-59,-62,-67,4
-59,-73,-59,-62,-67,4
-59,-73,-59,-62,-67,4
-59,-73,-59,-62,-67,4
-59,-73,-59,-62,-67,4
-59,-73,-59,-62,-67,4
-59,-73,-59,-62,-67,4
-59,-73,-59,-62,-67,4
-59,-73,-59,-62,-67,4
-59,-73,-59,-62,-67,4
-59,-73,-59,-62,-67,4
-59,-73,-59,-62,-67,4
-59,-73,-59,-62,-67,4
-59,-73,-59,-62,-67,4
-42,-45,-46,-51,-49,4
-42,-45,-46,-51,-49,4
-42,-45,-46,-51,-49,4
-42,-45,-46,-51,-49,4
-42,-45,-46,-51,-49,4
-42,-45,-46,-51,-49,4
-42,-45,-46,-51,-49,4
-42,-45,-46,-51,-49,4
-42,-45,-46,-51,-49,4
-42,-45,-46,-51,-49,4
-42,-45,-46,-51,-49,4
-42,-45,-46,-51,-49,4
-42,-45,-46,-51,-49,4
-42,-45,-46,-51,-49,4
-42,-45,-46,-51,-49,4
-48,-47,-49,-56,-58,4
-48,-47,-49,-56,-58,4
-48,-47,-49,-56,-58,4
-48,-47,-49,-56,-58,4
-48,-47,-49,-56,-58,4
-48,-47,-49,-56,-58,4
-48,-47,-49,-56,-58,4
-48,-47,-49,-56,-58,4
-48,-47,-49,-56,-58,4
-48,-47,-49,-56,-58,4
-48,-47,-49,-56,-58,4
-48,-47,-49,-56,-58,4
-48,-47,-49,-56,-58,4
-48,-47,-49,-56,-58,4
-48,-47,-49,-56,-58,4
-52,-51,-52,-58,-65,4
-52,-51,-52,-58,-65,4
-52,-51,-52,-58,-65,4
-52,-51,-52,-58,-65,4
-52,-51,-52,-58,-65,4
-52,-51,-52,-58,-65,4
-52,-51,-52,-58,-65,4
-52,-51,-52,-58,-65,4
-52,-51,-52,-58,-65,4
-52,-51,-52,-58,-65,4
-52,-51,-52,-58,-65,4
-52,-51,-52,-58,-65,4
-52,-51,-52,-58,-65,4
-52,-51,-52,-58,-65,4
-52,-51,-52,-58,-65,4
-63,-58,-65,-67,-69,4
-63,-58,-65,-67,-69,4
-63,-58,-65,-67,-69,4
-63,-58,-65,-67,-69,4
-63,-58,-65,-67,-69,4
-63,-58,-65,-67,-69,4
-63,-58,-65,-67,-69,4
-63,-58,-65,-67,-69,4
-63,-58,-65,-67,-69,4
-63,-58,-65,-67,-69,4
-63,-58,-65,-67,-69,4
-63,-58,-65,-67,-69,4
-63,-58,-65,-67,-69,4
-63,-58,-65,-67,-69,4
-63,-58,-65,-67,-69,4
-62,-58,-57,-60,-66,4
-62,-58,-57,-60,-66,4
-62,-58,-57,-60,-66,4
-62,-58,-57,-60,-66,4
-62,-58,-57,-60,-66,4
-62,-58,-57,-60,-66,4
-62,-58,-57,-60,-66,4
-62,-58,-57,-60,-66,4
-62,-58,-57,-60,-66,4
-62,-58,-57,-60,-66,4
-62,-58,-57,-60,-66,4
-62,-58,-57,-60,-66,4
-62,-58,-57,-60,-66,4
-62,-58,-57,-60,-66,4
-62,-58,-57,-60,-66,4
-51,-58,-61,-57,-53,4
-51,-58,-61,-57,-53,4
-51,-58,-61,-57,-53,4
-51,-58,-61,-57,-53,4
-51,-58,-61,-57,-53,4
-51,-58,-61,-57,-53,4
-51,-58,-61,-57,-53,4
-51,-58,-61,-57,-53,4
-51,-58,-61,-57,-53,4
-51,-58,-61,-57,-53,4
-51,-58,-61,-57,-53,4
-51,-58,-61,-57,-53,4
-52,-51,-60,-61,-57,0
-61,-61,-64,-63,-61,0
